2022-02-15;17:29:36;1080;;8;-;-;OTCN;OB,OF,RPRI,N;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;55;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;13;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;10;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;237;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;10;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;82;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;48;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;32;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;338;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;100;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;47;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;25;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;25;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;35;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;2;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;36;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;40;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;27;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;219;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;50;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;1749;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;567;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;2284;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;1135;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;92;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;954;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;1458;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;1206;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;1275;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;358;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;3;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;100;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;92;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;398;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;567;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;50;-;-;CROS;LB,CA;1 080,00;1 080,00;
2022-02-15;17:29:36;1080;;150;-;-;CROS;LB,CA;1 080,00;1 080,00;
