2022-01-26;17:29:34;14:24:00;;1446;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;714;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;77;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;155;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;13;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;848;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;352;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;607;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1038;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;192;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1694;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;185;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1278;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;79;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;109;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;728;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;776;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1071;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;488;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;668;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;403;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;240;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;103;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;128;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;5;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;32;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;84;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;237;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;44;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;400;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;102;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1082;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;650;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;381;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1093;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;77;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;189;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;55;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1200;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;275;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;100;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;397;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;809;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;130;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;57;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;995;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;22;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;937;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;190;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;443;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;102;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1079;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;278;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;49;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;400;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1122;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;71;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;799;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;510;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;101;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;472;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;273;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;144;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;143;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;208;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;50;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;5;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;98;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1153;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;398;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;66;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1823;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;996;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;632;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;4;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;24;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;207;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1915;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;6128;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;50;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;326;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;50;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;563;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;87;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;79;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;165;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;83;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;432;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;331;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;9;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;82;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;643;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;701;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;81;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;177;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;115;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;112;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;60;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;6833;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;51;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;25;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;14;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;66;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;120;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;880;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;3019;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;52;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;31;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;794;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;185;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;61;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;1489;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;165;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;50;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;995;-;-;CROS;LB,CA;264,6;264,6;
2022-01-26;17:29:34;14:24:00;;475;-;-;CROS;LB,CA;264,6;264,6;
