2022-02-03;17:29:41;215,9;;1002;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;420;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;616;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1982;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;428;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;306;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;31;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1913;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;155;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;278;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;115;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;760;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;70;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;354;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;230;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;30;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;27;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;223;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;588;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;377;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;6;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;21;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;114;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;798;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;200;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;25;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;530;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;422;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;642;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;359;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1034;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;654;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;688;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;684;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;349;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1125;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;158;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;2068;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;416;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1033;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;986;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;14;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;638;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;1688;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;2313;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;233;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;427;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;607;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;503;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;871;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;5;-;-;CROS;LB,CA;215,9;215,9;
2022-02-03;17:29:41;215,9;;155;-;-;CROS;LB,CA;215,9;215,9;
