2022-02-09;17:29:52;100,8;;722;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1017;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;208;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;49;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;2000;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1168;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;3196;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1931;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;218;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;214;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1172;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;3768;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;7384;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;446;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;65;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;179;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;208;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;7384;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;173;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;892;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;672;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;4;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;230;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1171;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;4500;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;12892;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;270;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1712;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;458;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;4575;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;2755;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;876;-;-;CROS;LB,CA;100,8;100,8;
2022-02-09;17:29:52;100,8;;1167;-;-;CROS;LB,CA;100,8;100,8;
