2022-01-26;17:29:44;1212,4;;1;-;-;OTCN;OB,OF,RPRI,N;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;159;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;4;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1586;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1749;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;5071;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;32;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;434;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;928;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1025;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;285;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;543;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;61;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;51;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;41;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;19;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;31;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;50;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;351;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;17;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;3;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1680;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;274;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;421;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;544;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;75;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;10;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;922;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1000;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;354;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;669;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;318;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;2;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;50;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;400;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;597;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;32;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;470;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;7;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;24;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;505;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1325;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;32;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;164;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;291;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;157;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;152;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;536;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;37;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;63;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;1;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;20;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;446;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;464;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;90;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;148;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;10;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;127;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;37;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;107;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;48;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;103;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;39;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;55;-;-;CROS;LB,CA;1 212,40;1 212,40;
2022-01-26;17:29:44;1212,4;;26;-;-;CROS;LB,CA;1 212,40;1 212,40;
