2022-02-03;17:29:53;56,02;;803;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;35;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;357;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;4;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;250;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;11681;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;89;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;27;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;1762;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;1;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;1;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;2;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;20;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;17;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;17;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;17;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;14;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;62;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;2756;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;4954;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;1130;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;10195;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;5;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;71;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;5;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;8;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;17;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;90;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;17;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;6146;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;784;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;20;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;3373;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;4672;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;6140;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;5591;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;253;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;5333;-;-;CROS;LB,CA;56,02;56,02;
2022-02-03;17:29:53;56,02;;10;-;-;CROS;LB,CA;56,02;56,02;
