2022-02-22;17:24:21;1656,36;;85;NON;DREU;;LB,CT;1 653,360;1 656,360;>
2022-02-22;17:24:03;1655,8;;4;AVA;MSE;HID;DB,CT;1 652,360;1 655,800;>
2022-02-22;17:24:03;1655,8;;2;AVA;MSE;;LB,CT;1 652,360;1 655,800;>
2022-02-22;17:22:43;1651,73;;5;MSE;NON;HID;DB,CT;1 651,730;1 655,090;<
2022-02-22;17:22:43;1651,73;;2;MSE;NON;;LB,CT;1 651,730;1 655,090;<
2022-02-22;17:20:49;1646,99;;5;FLW;AVA;;LB,CT;1 646,990;1 651,120;<
2022-02-22;17:20:10;1651,39;;12;AVA;DREU;;LB,CT;1 647,920;1 651,350;>
2022-02-22;17:19:26;1647,28;;24;NON;AVA;HID;DB,CT;1 647,280;1 652,870;<
2022-02-22;17:19:26;1647,28;;1;NON;AVA;;LB,CT;1 647,280;1 652,870;<
2022-02-22;17:19:07;1647,28;;12;NON;AVA;HID;DB,CT;1 647,280;1 651,080;<
2022-02-22;17:19:07;1647,28;;1;NON;AVA;;LB,CT;1 647,280;1 651,080;<
2022-02-22;17:18:55;1651,53;;4;AVA;MSE;HID;DB,CT;1 647,280;1 651,530;>
2022-02-22;17:18:55;1651,53;;2;AVA;MSE;;LB,CT;1 647,280;1 651,530;>
2022-02-22;17:18:53;1647,28;;11;NON;SHB;HID;DB,CT;1 647,280;1 651,530;<
2022-02-22;17:18:53;1647,28;;1;NON;SHB;;LB,CT;1 647,280;1 651,530;<
2022-02-22;17:18:53;1647,28;;5;NON;AVA;HID;DB,CT;1 647,280;1 651,530;<
2022-02-22;17:18:53;1647,28;;1;NON;AVA;;LB,CT;1 647,280;1 651,530;<
2022-02-22;17:18:25;1647,28;;43;NON;AVA;HID;DB,CT;1 647,280;1 651,540;<
2022-02-22;17:18:25;1647,28;;1;NON;AVA;;LB,CT;1 647,280;1 651,540;<
2022-02-22;17:18:05;1651;;3;AVA;FLW;;LB,CT;1 648,560;1 651,540;<
2022-02-22;17:18:05;1651,05;;68;SSWM;FLW;;LB,CT;1 648,560;1 651,540;<
2022-02-22;17:17:53;1653;;1;AVA;DREU;;LB,CT;1 651,500;1 653,000;>
2022-02-22;17:17:41;1651,43;;20;SSWM;AVA;;LB,CT;1 651,430;1 653,000;<
2022-02-22;17:16:38;1652,21;;92;SSWM;NON;;LB,CT;1 651,300;1 654,280;<
2022-02-22;17:16:17;1653,2;;46;SSWM;NON;;LB,CT;1 653,200;1 656,040;<
2022-02-22;17:15:43;1652,26;;18;NON;AVA;;LB,CT;1 652,260;1 654,460;>
2022-02-22;17:15:28;1651,62;;5;NON;AVA;;LB,CT;1 651,000;1 651,620;>
2022-02-22;17:15:22;1651,62;;5;NON;AVA;;LB,CT;1 651,030;1 651,620;>
2022-02-22;17:14:53;1652,74;;24;NON;AVA;;LB,CT;1 651,940;1 652,740;>
2022-02-22;17:14:34;1655,27;;1;AVA;MSE;;LB,CT;1 655,270;1 655,930;<
2022-02-22;17:14:28;1654,88;;1;AVA;SSWM;;LB,CT;1 651,140;1 654,880;>
2022-02-22;17:14:24;1651,14;;9;NON;AVA;HID;DB,CT;1 651,140;1 654,880;<
2022-02-22;17:14:24;1651,14;;1;NON;AVA;;LB,CT;1 651,140;1 654,880;<
2022-02-22;17:13:54;1651,14;;7;NON;AVA;HID;DB,CT;1 651,140;1 654,900;<
2022-02-22;17:13:54;1651,14;;1;NON;AVA;;LB,CT;1 651,140;1 654,900;<
2022-02-22;17:13:31;1654;;10;SWB;NON;;LB,CT;1 651,940;1 653,700;<
2022-02-22;17:12:00;1654,08;;30;AVA;NON;;LB,CT;1 654,080;1 654,870;<
2022-02-22;17:10:24;1652,12;;4;NON;AVA;HID;DB,CT;1 652,120;1 656,360;<
2022-02-22;17:10:24;1652,12;;1;NON;AVA;;LB,CT;1 652,120;1 656,360;<
2022-02-22;17:08:19;1655,56;;59;NON;AVA;HID;DB,CT;1 655,560;1 659,780;<
2022-02-22;17:08:19;1655,56;;1;NON;AVA;;LB,CT;1 655,560;1 659,780;<
2022-02-22;17:08:14;1658,3;;52;MSE;NON;;LB,CT;1 658,300;1 660,100;<
2022-02-22;17:08:11;1658,3;;8;MSE;AVA;;LB,CT;1 658,300;1 660,340;<
2022-02-22;17:08:10;1658,3;;70;MSE;NON;;LB,CT;1 658,300;1 660,420;<
2022-02-22;17:08:09;1658,3;;70;MSE;NON;;LB,CT;1 658,300;1 660,490;<
2022-02-22;17:08:03;1658,3;;300;MSE;AVA;;LB,CT;1 658,300;1 660,490;<
2022-02-22;17:07:17;1661,21;;15;NON;FLW;;LB,CT;1 658,300;1 662,460;<
2022-02-22;17:06:04;1662,23;;15;NON;FLW;;LB,CT;1 659,130;1 663,940;<
2022-02-22;17:06:04;1662,32;;6;NON;FLW;;LB,CT;1 659,130;1 663,940;<
2022-02-22;17:05:49;1662,32;;1;NON;SWB;;LB,CT;1 662,320;1 664,800;<
2022-02-22;17:05:41;1662,32;;2;NON;AVA;;LB,CT;1 662,320;1 664,800;<
2022-02-22;17:05:17;1662,32;;6;NON;AVA;;LB,CT;1 662,320;1 665,670;<
2022-02-22;17:04:59;1662,26;;8;NON;AVA;;LB,CT;1 662,260;1 664,550;>
2022-02-22;17:04:43;1662,26;;2;AVA;AVA;;LB,CT;1 662,230;1 662,260;>
2022-02-22;17:04:29;1662,26;;12;NON;AVA;;LB,CT;1 662,230;1 662,260;>
2022-02-22;17:03:55;1663,23;;15;NON;NON;;LB,CT;1 660,720;1 662,940;<
2022-02-22;17:03:36;1663,78;;15;NON;NON;;LB,CT;1 660,840;1 663,780;<
2022-02-22;17:03:11;1660,99;;59;NON;NON;HID;DB,CT;1 660,990;1 663,990;<
2022-02-22;17:03:11;1660,99;;1;NON;NON;;LB,CT;1 660,990;1 663,990;<
2022-02-22;17:02:40;1663,99;;1;AVA;AVA;;LB,CT;1 661,280;1 663,990;<
2022-02-22;17:02:07;1663,79;;6;AVA;DREU;;LB,CT;1 659,680;1 663,790;>
2022-02-22;17:01:16;1662,82;;12;AVA;DREU;;LB,CT;1 658,680;1 662,820;>
2022-02-22;16:59:23;1658,3;;10;MSE;FLW;;LB,CT;1 653,780;1 660,010;<
2022-02-22;16:59:23;1658,3;;245;MSE;FLW;;LB,CT;1 658,300;1 660,050;<
2022-02-22;16:59:20;1658,3;;245;MSE;FLW;;LB,CT;1 658,300;1 660,250;<
2022-02-22;16:55:51;1661,68;;2;AVA;DREU;;LB,CT;1 658,340;1 661,680;>
2022-02-22;16:55:10;1661,26;;10;NON;FLW;;LB,CT;1 661,260;1 663,130;<
2022-02-22;16:54:20;1664,31;;1;AVA;FLW;;LB,CT;1 661,260;1 664,960;<
2022-02-22;16:53:26;1662,38;;1;NON;AVA;;LB,CT;1 662,380;1 665,000;<
2022-02-22;16:52:52;1663;;6;AVA;NON;;LB,CT;1 663,000;1 665,000;<
2022-02-22;16:50:32;1663,6;;4;NON;NON;;LB,CT;1 663,600;1 665,130;<
2022-02-22;16:50:27;1663,6;;1;NON;NON;;LB,CT;1 663,600;1 665,490;<
2022-02-22;16:50:25;1663,6;;1;NON;NON;;LB,CT;1 663,600;1 665,560;<
2022-02-22;16:49:47;1667;;13;AVA;FLW;;LB,CT;1 663,600;1 667,000;<
2022-02-22;16:49:47;1667;;4;AVA;NON;;LB,CT;1 663,600;1 667,000;>
