2022-02-18;17:28:24;8,62;;1000;AVA;MGF;;LB,CT;8,57;8,62;>
2022-02-18;17:28:22;8,62;;3868;AVA;MGF;;LB,CT;8,58;8,62;>
2022-02-18;17:28:21;8,62;;231;AVA;MGF;;LB,CT;8,62;8,73;<
2022-02-18;17:28:21;8,62;;23350;AVA;MGF;;LB,CT;8,62;8,73;<
2022-02-18;17:27:50;8,63;;5000;AVA;MGF;;LB,CT;8,62;8,63;>
2022-02-18;17:26:54;8,65;;6358;AVA;MGF;;LB,CT;8,62;8,65;>
2022-02-18;17:26:50;8,65;;200;NON;MGF;;LB,CT;8,62;8,65;>
2022-02-18;17:25:52;8,6;;650;AVA;AVA;;LB,CT;8,6;8,65;<
2022-02-18;17:24:28;8,58;;836;NON;NON;;LB,CT;8,58;8,64;<
2022-02-18;17:24:28;8,59;;1164;AVA;NON;;LB,CT;8,58;8,64;<
2022-02-18;17:23:45;8,65;;26705;AVA;MGF;;LB,CT;8,6;8,65;>
2022-02-18;17:23:41;8,65;;171;AVA;MGF;;LB,CT;8,6;8,65;>
2022-02-18;17:23:29;8,65;;57;AVA;MGF;;LB,CT;8,59;8,65;>
2022-02-18;17:21:42;8,64;;7870;AVA;MGF;;LB,CT;8,59;8,64;>
2022-02-18;17:21:42;8,64;;6629;AVA;MGF;;LB,CT;8,59;8,64;>
2022-02-18;17:21:42;8,64;;100;AVA;AVA;;LB,CT;8,59;8,64;>
2022-02-18;17:21:33;8,63;;8639;AVA;MGF;;LB,CT;8,59;8,63;<
2022-02-18;17:21:19;8,63;;8742;AVA;NON;;LB,CT;8,63;8,64;>
2022-02-18;17:20:16;8,62;;28941;AVA;MGF;;LB,CT;8,62;8,64;<
2022-02-18;17:20:07;8,62;;82212;AVA;MGF;;LB,CT;8,59;8,62;>
2022-02-18;17:20:07;8,62;;6944;AVA;NON;;LB,CT;8,59;8,62;>
2022-02-18;17:18:55;8,55;;416;AVA;AVA;;LB,CT;8,54;8,55;>
2022-02-18;17:18:50;8,55;;500;AVA;AVA;;LB,CT;8,54;8,55;<
2022-02-18;17:17:05;8,55;;200;AVA;AVA;;LB,CT;8,54;8,55;>
2022-02-18;17:17:01;8,54;;7273;NON;AVA;;LB,CT;8,54;8,55;<
2022-02-18;17:16:56;8,55;;349;AVA;AVA;;LB,CT;8,54;8,55;>
2022-02-18;17:16:47;8,55;;620;AVA;AVA;;LB,CT;8,54;8,55;<
2022-02-18;17:16:43;8,59;;5861;AVA;NON;;LB,CT;8,55;8,59;>
2022-02-18;17:16:12;8,59;;139;AVA;NON;;LB,CT;8,54;8,59;>
2022-02-18;17:16:09;8,59;;10000;AVA;NON;;LB,CT;8,54;8,59;>
2022-02-18;17:15:53;8,59;;1164;AVA;NON;;LB,CT;8,54;8,59;>
2022-02-18;17:15:18;8,53;;246;MGF;AVA;;LB,CT;8,53;8,58;<
2022-02-18;17:15:14;8,53;;150;MGF;AVA;;LB,CT;8,5;8,53;>
2022-02-18;17:14:42;8,5;;5744;MGF;AVA;;LB,CT;8,5;8,53;<
2022-02-18;17:14:42;8,5;;3256;AVA;AVA;;LB,CT;8,5;8,53;<
2022-02-18;17:14:30;8,53;;100;AVA;AVA;;LB,CT;8,53;8,54;<
2022-02-18;17:13:34;8,5;;1744;AVA;NON;;LB,CT;8,5;8,53;<
2022-02-18;17:13:05;8,53;;758;AVA;NON;;LB,CT;8,53;8,54;<
2022-02-18;17:13:04;8,54;;500;AVA;MGF;;LB,CT;8,53;8,54;>
2022-02-18;17:12:35;8,55;;2339;AVA;NON;;LB,CT;8,53;8,55;>
2022-02-18;17:11:44;8,56;;1746;AVA;MGF;;LB,CT;8,53;8,56;>
