2022-02-22;17:29:13;7,81;;11417;NON;AVA;;LB,CT;7,8;7,81;>
2022-02-22;17:29:00;7,81;;635;AVA;AVA;;LB,CT;7,81;7,87;<
2022-02-22;17:27:52;7,8;;7800;MGF;AVA;;LB,CT;7,8;7,87;<
2022-02-22;17:27:52;7,82;;1000;NON;AVA;;LB,CT;7,8;7,87;<
2022-02-22;17:27:14;7,81;;200;MGF;AVA;;LB,CT;7,81;7,87;<
2022-02-22;17:26:22;7,85;;1350;AVA;MGF;;LB,CT;7,79;7,85;>
2022-02-22;17:25:44;7,79;;2000;NON;NON;;LB,CT;7,79;7,86;<
2022-02-22;17:25:39;7,85;;1910;AVA;MGF;;LB,CT;7,79;7,85;>
2022-02-22;17:24:35;7,8;;1650;MGF;AVA;;LB,CT;7,8;7,86;<
2022-02-22;17:24:32;7,86;;300;NON;NON;;LB,CT;7,8;7,86;>
2022-02-22;17:24:31;7,8;;269;MGF;AVA;;LB,CT;7,8;7,86;<
2022-02-22;17:23:53;7,79;;7000;NON;AVA;;LB,CT;7,79;7,85;<
2022-02-22;17:23:05;7,79;;1608;NON;NON;;LB,CT;7,79;7,85;>
2022-02-22;17:23:00;7,85;;3184;AVA;NON;;LB,CT;7,79;7,85;>
2022-02-22;17:21:07;7,76;;1179;NON;AVA;;LB,CT;7,76;7,83;<
2022-02-22;17:20:52;7,76;;858;NON;AVA;;LB,CT;7,76;7,83;<
2022-02-22;17:20:52;7,76;;34;AVA;AVA;;LB,CT;7,76;7,83;<
2022-02-22;17:19:41;7,77;;531;NON;AVA;;LB,CT;7,77;7,83;<
2022-02-22;17:19:33;7,8;;52;AVA;AVA;;LB,CT;7,8;7,82;<
2022-02-22;17:18:55;7,83;;500;AVA;MGF;;LB,CT;7,8;7,83;>
2022-02-22;17:17:34;7,84;;665;AVA;MGF;;LB,CT;7,8;7,84;>
2022-02-22;17:17:34;7,84;;725;AVA;AVA;;LB,CT;7,8;7,84;>
2022-02-22;17:17:25;7,84;;1275;AVA;AVA;;LB,CT;7,8;7,84;>
2022-02-22;17:15:49;7,8;;448;AVA;AVA;;LB,CT;7,8;7,84;<
2022-02-22;17:15:49;7,8;;64;AVA;AVA;;LB,CT;7,8;7,84;<
2022-02-22;17:15:09;7,83;;750;NON;AVA;;LB,CT;7,83;7,84;<
2022-02-22;17:13:16;7,89;;350;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;17:12:35;7,89;;1000;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;17:12:12;7,84;;2000;NON;AVA;;LB,CT;7,83;7,84;>
2022-02-22;17:10:45;7,84;;6000;AVA;AVA;;LB,CT;7,84;7,89;<
2022-02-22;17:10:43;7,89;;1000;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;17:10:40;7,84;;1000;NON;NON;;LB,CT;7,84;7,9;<
2022-02-22;17:08:58;7,85;;3000;NON;AVA;;LB,CT;7,85;7,92;<
2022-02-22;17:08:49;7,85;;5057;NON;AVA;;LB,CT;7,85;7,99;<
2022-02-22;17:08:25;7,91;;1000;AVA;MGF;;LB,CT;7,85;7,91;<
2022-02-22;17:06:45;7,88;;51;NON;AVA;;LB,CT;7,88;7,95;<
2022-02-22;17:04:59;7,95;;1000;AVA;AVA;;LB,CT;7,95;7,96;<
2022-02-22;17:03:11;7,93;;2143;NON;AVA;;LB,CT;7,93;7,96;<
2022-02-22;16:54:40;7,97;;125;AVA;MGF;;LB,CT;7,9;7,97;>
2022-02-22;16:48:02;7,98;;39;AVA;MGF;;LB,CT;7,92;7,98;>
2022-02-22;16:45:55;8;;62;AVA;AVA;;LB,CT;7,93;8;>
2022-02-22;16:44:32;8;;125;AVA;MGF;;LB,CT;7,93;8;>
2022-02-22;16:40:51;8;;125;AVA;MGF;;LB,CT;8;8,09;<
2022-02-22;16:37:23;8,02;;500;NON;MGF;;LB,CT;8;8,02;<
2022-02-22;16:37:19;8,03;;28642;AVA;MGF;;LB,CT;8,02;8,03;>
2022-02-22;16:28:37;8,04;;2864;AVA;MGF;;LB,CT;8;8,04;>
2022-02-22;16:28:11;8,04;;2500;AVA;MGF;;LB,CT;8;8,04;>
2022-02-22;16:26:16;8,03;;13585;AVA;MGF;;LB,CT;8,03;8,12;<
2022-02-22;16:26:12;8,03;;2230;AVA;NON;;LB,CT;8,03;8,04;>
2022-02-22;16:21:15;8,03;;124;AVA;NON;;LB,CT;7,97;8,03;>
2022-02-22;16:15:07;8,04;;621;AVA;NON;;LB,CT;7,98;8,04;>
2022-02-22;16:14:01;8,04;;621;AVA;NON;;LB,CT;7,98;8,04;>
2022-02-22;16:11:37;8,03;;6955;AVA;MGF;;LB,CT;7,96;8,03;>
2022-02-22;16:11:37;8,03;;5482;AVA;NON;;LB,CT;7,96;8,03;>
2022-02-22;16:09:50;8,04;;480;AVA;NON;;LB,CT;7,98;8,04;>
2022-02-22;16:09:46;7,98;;2000;NON;AVA;;LB,CT;7,98;8,04;<
2022-02-22;16:09:40;8,04;;1000;AVA;NON;;LB,CT;7,98;8,04;>
2022-02-22;16:08:30;8,04;;6218;AVA;NON;;LB,CT;7,98;8,04;>
2022-02-22;16:05:35;8,04;;621;AVA;NON;;LB,CT;7,97;8,04;>
2022-02-22;16:03:45;7,97;;490;NON;AVA;;LB,CT;7,97;8,04;<
2022-02-22;16:03:44;7,97;;1294;NON;AVA;;LB,CT;7,97;8,04;<
2022-02-22;16:02:27;7,98;;41387;MGF;NON;;LB,CT;7,98;8,06;<
2022-02-22;16:02:27;7,98;;13613;NON;NON;;LB,CT;7,98;8,06;<
2022-02-22;16:01:44;8,05;;2000;AVA;MGF;;LB,CT;7,99;8,05;>
2022-02-22;15:59:46;8,09;;148;AVA;MGF;;LB,CT;8,02;8,09;>
2022-02-22;15:59:35;8,05;;3000;AVA;AVA;;LB,CT;8,02;8,05;>
2022-02-22;15:57:38;8,08;;247;AVA;MGF;;LB,CT;8,01;8,08;>
2022-02-22;15:55:32;8,11;;5919;AVA;MGF;;LB,CT;8,04;8,11;>
2022-02-22;15:51:35;8,03;;124;NON;MGF;;LB,CT;7,96;8,03;>
2022-02-22;15:51:05;8;;6000;NON;AVA;;LB,CT;8;8,03;<
2022-02-22;15:50:24;8,05;;1;AVA;MGF;;LB,CT;8;8,05;>
2022-02-22;15:50:03;8,05;;100;AVA;MGF;;LB,CT;8;8,05;>
2022-02-22;15:49:54;8,05;;3;AVA;MGF;;LB,CT;8;8,05;>
2022-02-22;15:48:50;8,07;;1239;AVA;MGF;;LB,CT;8,01;8,07;>
2022-02-22;15:46:40;7,99;;125;MGF;AVA;;LB,CT;7,99;8,07;<
2022-02-22;15:45:03;7,91;;2768;MGF;AVA;;LB,CT;7,91;7,98;<
2022-02-22;15:42:59;7,97;;10000;AVA;MGF;;LB,CT;7,91;7,97;>
2022-02-22;15:41:03;7,86;;2000;MGF;AVA;;LB,CT;7,86;7,93;<
2022-02-22;15:40:05;7,92;;88;AVA;MGF;;LB,CT;7,85;7,92;>
2022-02-22;15:39:06;7,94;;12;AVA;MGF;;LB,CT;7,88;7,94;>
2022-02-22;15:38:51;7,94;;5000;SHB;MGF;;LB,CT,ALGO;7,88;7,94;>
2022-02-22;15:37:31;7,88;;800;MGF;NON;;LB,CT;7,88;7,95;>
2022-02-22;15:35:28;7,89;;737;AVA;MGF;;LB,CT;7,86;7,89;>
2022-02-22;15:22:32;7,86;;4;AVA;AVA;;LB,CT;7,86;7,91;<
2022-02-22;15:21:25;7,86;;1259;AVA;AVA;;LB,CT;7,86;7,91;<
2022-02-22;15:15:33;7,89;;7;AVA;MGF;;LB,CT;7,86;7,89;<
2022-02-22;15:15:24;7,9;;300;AVA;MGF;;LB,CT;7,89;7,9;<
2022-02-22;15:14:50;7,91;;30;NON;MGF;;LB,CT;7,91;8;<
2022-02-22;15:12:36;7,92;;2525;AVA;MGF;;LB,CT;7,91;7,92;>
2022-02-22;15:11:41;7,92;;63;AVA;MGF;;LB,CT;7,91;7,92;>
2022-02-22;15:10:51;7,93;;630;AVA;MGF;;LB,CT;7,91;7,93;>
2022-02-22;15:09:08;7,94;;312;AVA;MGF;;LB,CT;7,91;7,94;>
2022-02-22;15:09:08;7,94;;947;AVA;NON;;LB,CT;7,91;7,94;>
2022-02-22;15:06:53;7,94;;226;AVA;NON;;LB,CT;7,91;7,94;>
2022-02-22;15:06:48;7,94;;125;AVA;NON;;LB,CT;7,91;7,94;>
2022-02-22;15:05:07;7,92;;500;AVA;MGF;;LB,CT;7,92;7,94;<
2022-02-22;14:55:36;7,9;;50;AVA;MGF;;LB,CT;7,9;7,94;<
2022-02-22;14:54:50;7,89;;493;AVA;NON;;LB,CT;7,89;7,9;>
2022-02-22;14:54:20;7,89;;70;AVA;NON;;LB,CT;7,83;7,89;>
2022-02-22;14:53:17;7,9;;476;NON;MGF;;LB,CT;7,83;7,89;>
2022-02-22;14:53:17;7,89;;4604;NON;NON;;LB,CT;7,83;7,89;>
2022-02-22;14:52:28;7,89;;20;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;14:49:33;7,84;;159;NON;AVA;;LB,CT;7,84;7,89;<
2022-02-22;14:46:06;7,89;;126;AVA;NON;;LB,CT;7,83;7,89;>
2022-02-22;14:44:49;7,89;;200;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;14:43:52;7,89;;50;AVA;NON;;LB,CT;7,84;7,89;>
2022-02-22;14:41:19;7,88;;10000;NON;NON;;LB,CT;7,82;7,88;>
2022-02-22;14:38:51;7,88;;200;AVA;NON;;LB,CT;7,82;7,88;>
2022-02-22;14:37:49;7,88;;126;AVA;NON;;LB,CT;7,82;7,88;>
2022-02-22;14:30:21;7,86;;432;AVA;NON;;LB,CT;7,8;7,86;>
2022-02-22;14:27:32;7,87;;500;NON;MGF;;LB,CT;7,81;7,87;<
2022-02-22;14:27:01;7,88;;190;AVA;NON;;LB,CT;7,87;7,88;>
2022-02-22;14:22:01;7,8;;14226;MGF;AVA;;LB,CT;7,8;7,86;<
2022-02-22;14:20:55;7,85;;2500;NON;NON;;LB,CT;7,78;7,85;>
2022-02-22;14:17:23;7,8;;3965;NON;AVA;;LB,CT;7,8;7,85;<
2022-02-22;14:12:54;7,86;;2707;AVA;NON;;LB,CT;7,86;7,87;<
2022-02-22;14:12:54;7,86;;2243;AVA;NON;;LB,CT;7,86;7,87;>
2022-02-22;14:11:11;7,8;;3687;NON;AVA;;LB,CT;7,79;7,8;>
2022-02-22;14:11:10;7,8;;8907;NON;AVA;;LB,CT;7,79;7,8;>
2022-02-22;14:08:03;7,8;;1500;NON;NON;;LB,CT;7,8;7,86;<
2022-02-22;14:06:09;7,87;;1257;AVA;NON;;LB,CT;7,81;7,87;<
2022-02-22;14:05:36;7,88;;208;AVA;MGF;;LB,CT;7,88;7,89;<
2022-02-22;14:05:30;7,88;;2330;AVA;NON;;LB,CT;7,87;7,88;>
2022-02-22;14:05:00;7,81;;2000;NON;NON;;LB,CT;7,81;7,87;<
2022-02-22;14:04:56;7,87;;254;AVA;NON;;LB,CT;7,81;7,87;>
2022-02-22;13:58:56;7,81;;91;NON;AVA;;LB,CT;7,81;7,88;<
2022-02-22;13:58:07;7,81;;1443;NON;NON;;LB,CT;7,85;7,88;<
2022-02-22;13:58:07;7,84;;150;NON;NON;;LB,CT;7,85;7,88;<
2022-02-22;13:58:07;7,85;;407;AVA;NON;;LB,CT;7,85;7,88;<
2022-02-22;13:54:00;7,89;;700;AVA;MGF;;LB,CT;7,85;7,89;>
2022-02-22;13:47:29;7,9;;189;AVA;MGF;;LB,CT;7,85;7,9;>
2022-02-22;13:40:01;7,9;;37;AVA;MGF;;LB,CT;7,85;7,9;>
2022-02-22;13:39:01;7,9;;300;NON;MGF;;LB,CT;7,85;7,9;>
2022-02-22;13:37:31;7,88;;126;AVA;MGF;;LB,CT;7,85;7,88;<
2022-02-22;13:37:31;7,88;;11725;AVA;MGF;;LB,CT;7,85;7,88;<
2022-02-22;13:36:33;7,89;;153;AVA;MGF;;LB,CT;7,88;7,89;<
2022-02-22;13:34:57;7,9;;75;AVA;MGF;;LB,CT;7,9;7,99;<
2022-02-22;13:34:57;7,9;;1000;NON;MGF;;LB,CT;7,9;7,99;<
2022-02-22;13:33:30;7,9;;75;AVA;MGF;;LB,CT;7,89;7,9;>
2022-02-22;13:29:47;7,92;;303;AVA;MGF;;LB,CT;7,89;7,92;>
2022-02-22;13:25:33;7,89;;125;AVA;AVA;;LB,CT;7,89;7,92;<
2022-02-22;13:25:33;7,89;;27;AVA;AVA;;LB,CT;7,89;7,92;<
2022-02-22;13:24:21;7,89;;50;AVA;AVA;;LB,CT;7,89;7,93;<
2022-02-22;13:22:17;7,95;;18867;AVA;MGF;;LB,CT;7,89;7,95;>
2022-02-22;13:22:01;7,94;;12;AVA;MGF;;LB,CT;7,89;7,94;>
2022-02-22;13:20:33;7,92;;775;AVA;AVA;;LB,CT;7,89;7,92;>
2022-02-22;13:14:20;7,9;;101;AVA;MGF;;LB,CT;7,89;7,9;>
2022-02-22;13:13:34;7,89;;3;AVA;NON;;LB,CT;7,89;7,9;>
2022-02-22;13:12:18;7,87;;2500;AVA;NON;;LB,CT;7,82;7,87;<
2022-02-22;13:12:18;7,87;;30;AVA;NON;;LB,CT;7,82;7,87;<
2022-02-22;13:09:45;7,8;;50;NON;AVA;;LB,CT;7,8;7,86;<
2022-02-22;13:08:55;7,86;;1250;AVA;NON;;LB,CT;7,8;7,86;>
2022-02-22;13:01:06;7,9;;978;NON;MGF;;LB,CT;7,83;7,9;>
2022-02-22;13:00:59;7,9;;100;AVA;MGF;;LB,CT;7,83;7,9;>
2022-02-22;13:00:51;7,9;;1000;NON;MGF;;LB,CT;7,84;7,9;>
2022-02-22;12:58:48;7,92;;3;AVA;AVA;;LB,CT;7,86;7,92;>
2022-02-22;12:57:15;7,92;;252;AVA;AVA;;LB,CT;7,86;7,92;>
2022-02-22;12:44:05;7,83;;1000;NON;AVA;;LB,CT;7,83;7,89;<
2022-02-22;12:43:21;7,89;;887;AVA;NON;;LB,CT;7,83;7,89;>
2022-02-22;12:39:24;7,87;;2000;AVA;MGF;;LB,CT;7,81;7,87;>
2022-02-22;12:37:14;7,81;;3087;NON;AVA;;LB,CT;7,8;7,81;>
2022-02-22;12:37:13;7,81;;1546;NON;AVA;;LB,CT;7,81;7,87;<
2022-02-22;12:36:58;7,85;;250;AVA;AVA;;LB,CT;7,81;7,85;<
2022-02-22;12:33:26;7,86;;2500;AVA;NON;;LB,CT;7,85;7,86;>
2022-02-22;12:33:00;7,86;;1017;AVA;NON;;LB,CT;7,85;7,86;>
2022-02-22;12:32:20;7,81;;454;NON;AVA;;LB,CT;7,81;7,86;<
2022-02-22;12:31:32;7,85;;127;AVA;MGF;;LB,CT;7,78;7,85;>
2022-02-22;12:26:20;7,82;;1100;NON;NON;;LB,CT;7,82;7,89;<
2022-02-22;12:23:17;7,89;;5878;AVA;MGF;;LB,CT;7,82;7,88;>
2022-02-22;12:23:17;7,88;;1736;AVA;NON;;LB,CT;7,82;7,88;>
2022-02-22;12:21:55;7,83;;4000;NON;AVA;;LB,CT;7,83;7,88;<
2022-02-22;12:18:52;7,81;;1105;NON;NON;;LB,CT;7,81;7,87;<
2022-02-22;12:17:53;7,8;;128;MGF;AVA;;LB,CT;7,8;7,83;<
2022-02-22;12:10:52;7,8;;465;NON;AVA;;LB,CT;7,8;7,87;<
2022-02-22;12:10:52;7,8;;800;AVA;AVA;;LB,CT;7,8;7,87;<
2022-02-22;12:10:20;7,86;;25;AVA;MGF;;LB,CT;7,8;7,86;<
2022-02-22;12:07:08;7,87;;1000;AVA;MGF;;LB,CT;7,81;7,87;>
2022-02-22;12:07:06;7,87;;550;AVA;MGF;;LB,CT;7,81;7,87;>
2022-02-22;12:06:08;7,88;;30;AVA;MGF;;LB,CT;7,82;7,88;>
2022-02-22;12:04:59;7,91;;1000;NON;MGF;;LB,CT;7,84;7,91;>
2022-02-22;12:04:18;7,91;;1264;AVA;MGF;;LB,CT;7,84;7,91;>
2022-02-22;12:01:46;7,82;;166;NON;AVA;;LB,CT;7,82;7,89;<
2022-02-22;12:01:19;7,89;;3168;AVA;MGF;;LB,CT;7,82;7,89;>
2022-02-22;12:00:07;7,9;;2108;NON;MGF;;LB,CT;7,84;7,9;>
2022-02-22;11:59:45;7,92;;63;AVA;MGF;;LB,CT;7,88;7,92;>
2022-02-22;11:58:42;7,92;;126;AVA;MGF;;LB,CT;7,85;7,92;>
2022-02-22;11:58:31;7,91;;1265;AVA;MGF;;LB,CT;7,9;7,91;>
2022-02-22;11:57:48;7,9;;632;AVA;MGF;;LB,CT;7,84;7,9;>
2022-02-22;11:54:08;7,84;;3546;MGF;AVA;;LB,CT;7,84;7,91;<
2022-02-22;11:53:00;7,89;;200;NON;MGF;;LB,CT;7,82;7,89;>
2022-02-22;11:51:11;7,9;;1620;AVA;MGF;;LB,CT;7,9;7,99;<
2022-02-22;11:47:25;7,88;;10;AVA;MGF;;LB,CT;7,82;7,88;>
2022-02-22;11:46:50;7,89;;188;NON;MGF;;LB,CT;7,82;7,89;>
2022-02-22;11:43:19;7,94;;12594;AVA;MGF;;LB,CT;7,87;7,94;>
2022-02-22;11:40:22;7,95;;7707;AVA;MGF;;LB,CT;7,89;7,95;<
2022-02-22;11:40:18;7,96;;125;AVA;MGF;;LB,CT;7,9;7,96;>
2022-02-22;11:39:45;7,95;;710;AVA;MGF;;LB,CT;7,9;7,95;>
